1356952707,0,2
319946573,0,2
5840570,0,1
1233138448,1,0
-466035944,1,0
588137226,0,1
-483427054,1,0
1426907870,2,0
1038931427,1,0
-1551187076,4,0
1605141188,1,0
-28712766,0,2
-1800375614,1,0
-1424073216,1,0
-1556521712,1,2
-383742128,3,1
-1660829666,0,2
753105614,1,1
-1416116364,2,0
1417421578,0,1
1756124971,1,2
-90979174,0,1
-44576618,0,2
-794004815,0,1
-343638583,0,1
1178491329,0,2
-1419440776,0,3
690287388,1,0
-1442100627,0,3
-311903525,2,0
-1004353821,3,0
-1151099203,2,0
-849447345,2,0
-1341798001,2,0
-318249398,2,2
-1469878725,2,-
680762260,1.617,1
1730980045,0.0,1.412
1398304359,1.169,0.0
-1353194418,1.002,0
-136439561,1.824,0.0
-747702854,2.362,0
949400827,0,2
376232442,1,0.0
313664442,1.012,0.0
537730397,1.543,0
-854223366,0.0,1.841
-431325369,1.625,1.237
-2087696662,1.881,0.537
-2019454357,3,3
1714038563,0,1
21714301,0.0,1.972
-884801644,0.0,1.576
1903242200,0.968,1.468
1192625587,1.257,2.435
-1259227191,0.0,2
1052654963,0.0,2.174
-1893172877,2.25,0.0
-558130895,1,0
364850607,2.444,0.0
-1687905621,2.285,0.0
-1018887453,0,1
-24503602,0.0,2.644
501130539,1.32,0
-1997583994,0.0,2.046
-1040196332,0.0,0.968
-840261022,0,2.694
-2055109585,1.771,1.359
1142470731,0.435,2.197
-1386132607,3.451,1.736
1128461587,1,0
-1648833371,1.342,0.0
-1842140341,1.139,0
-856126144,0.0,1.261
-1521664108,1,0
280134815,0.0,2.368
2091484840,2.353,0.0
-1138729924,0.286,0.0
1696110761,0,3.117
1693997380,1.489,0
-1581793704,1.542,3.029
1496580692,1.208,1.145
715270580,3,0
1002597317,1.908,0
1721506351,2.3,0.0
-710821666,2.595,0
549858388,0,1
-430102569,2.348,0.0
-1837721032,1.011,1.496
42131574,2.981,1.169
-16146654,3.606,3.101
1956633805,3.105,0
2024469698,2.975,3.292
1074704965,0,2.846
-726061965,2.483,1.003
-774831324,1.896,3.04
1791690011,0,1
-2046844584,2.877,0
-824860076,0.0,2
1321669036,1.976,0
2063706694,0,1
1007072109,0.768,1.581
-1259710017,1.392,0.0
25625303,1,0
-1520320269,0.0,2.644
1213977492,0.0,1.423
320849084,1,0
-1585204436,0,1
-1496460402,2.582,0.0
-1402979306,0.0,2.342
527952873,0.537,2.225
-987585495,0,1
250191652,0.0,1.295
-278759960,0,1
953982142,1.401,0.0
1585144369,1.888,2.215
944244589,3,3
107930863,0,2.995
-106622821,0,1
1816837416,0.0,2.501
1525718830,2.514,0.0
388293230,1.55,1.384
397582282,1.67,0.0
-1904535508,2.922,0.0
1230555503,1,0
951710128,1.793,0
-1957442976,2.788,0
1701174882,2.286,2.113
-1352049960,1,0
1911010452,0,1
-2071725633,0,2
-2038202423,0.0,1
1181392967,0.0,2.807
-1687232316,0,2.202
-555738049,0.0,1
-1536395478,0,3.229
-725584070,1.291,0.0
1036106834,2.24,0.447
2045513824,1,0
-2084887840,1.907,0
-1906622980,1.717,0
-1900082738,1,0
-46452962,0.0,2.249
1022643843,1.336,1.133
-524557293,0.0,2.184
-1684295160,0,1
-2469205,1,0
577593830,0.62,3.252
-950703965,0,2
-1037916779,2.63,0
-1531689478,2.199,1.146
805232870,2.83,0.0
-1970678871,0.0,1.733
-538388230,5,5
-1378947695,0.0,3
277702223,0.544,0.0
339909112,0,1
48400361,2.986,3.217
343571954,0,2.593
1027036499,0.0,1.666
245938298,0.0,2.939
-556664798,0.0,2.511
193263491,1,0
-2032619578,0.0,1
689587369,1,0
1650970805,0,2.87
-763335282,0,1
2096670381,5,5
-82132722,1.992,0
206958963,0.0,1.65
1069000492,3.223,0.0
1635444661,1,0
1409634885,2.238,2.468
-751503040,2.235,0
1411534763,0,1
-62049673,3.157,1
-933648641,0,3.06
-1704975547,2.769,0.0
-1229393940,2.04,1.951
675221897,0.0,2.602
1684165137,2.111,0
-637050655,4.019,3.437
-330942190,1,0.0
2114400070,3.873,0.0
165105877,2.664,1.59
1665350828,1,0
141767331,1.325,0
-902567155,1,0
-1914587364,1.947,1.995
332534926,1.12,0.0
532026218,4.122,0.0
-2061832373,0.0,2.155
-1710555717,4,4
-1431809706,1.244,0.0
1327924341,1.728,0.0
-1630162509,0.0,0.993
845620278,0.925,0.0
-70891943,0.0,2.14
-1647427145,0,1
-477462138,2.69,0
1865853437,0,2
-1737135295,2,0
-122433526,0.0,1.993
1381144693,0.0,1.897
1961091043,1.968,0.0
-967833706,2.518,0
-1450183326,2.394,0
145333506,0.0,2.286
400965011,1.5,0
-17414366,1.952,0
695009639,1.592,0.745
434476631,3.071,3.117
-2112488281,0.0,0.757
493262986,3.222,3
2112597604,0,1
-871521740,1.752,0
-2143651218,1.504,1.21
-199188899,0.0,2.783
1446381063,1,0
399553254,0.0,0.616
1619716156,0.0,1.698
1314149971,2.076,0.0
