1356952707,-916.0,-115.0
319946573,-480.0,-5.0
5840570,-801.0,-355.0
1233138448,-514.0,-729.0
-466035944,-628.0,-358.0
588137226,-813.0,-393.0
-483427054,-425.0,-846.0
1426907870,-216.0,-699.0
1038931427,-356.0,-803.0
-1551187076,-148.0,-751.0
1605141188,-507.0,-733.0
-28712766,-590.0,-140.0
-1800375614,-277.0,-889.0
-1424073216,-352.0,-832.0
-1556521712,-493.0,-89.0
-383742128,-80.0,-593.0
-1660829666,-668.0,-17.0
753105614,-770.0,-578.0
-1416116364,-224.0,-919.0
1417421578,-72.0,-710.0
1756124971,-631.0,-219.0
-90979174,-734.0,-516.0
-44576618,-922.0,-173.0
-794004815,-873.0,-344.0
-343638583,-666.0,-665.0
1178491329,-415.0,-303.0
-1419440776,-767.0,-689.0
690287388,-350.0,-714.0
-1442100627,-111.0,-20.0
-311903525,-251.0,-438.0
-1004353821,-160.0,-430.0
-1151099203,-632.0,-764.0
-849447345,-201.0,-403.0
-1341798001,-189.0,-591.0
-318249398,-190.0,-304.0
-1469878725,-332.0,-905.0
680762260,-284.0,-534.0
1730980045,-860.0,-222.0
1398304359,-449.0,-895.0
-1353194418,-389.0,-866.0
-136439561,-432.0,-790.0
-747702854,-234.0,-720.0
949400827,-667.0,-159.0
376232442,-679.0,-904.0
313664442,-365.0,-762.0
537730397,-360.0,-752.0
-854223366,-923.0,-121.0
-431325369,-677.0,-596.0
-2087696662,-377.0,-839.0
-2019454357,-444.0,-371.0
1714038563,-817.0,-409.0
21714301,-917.0,-326.0
-884801644,-725.0,-398.0
1903242200,-739.0,-205.0
1192625587,-683.0,-61.0
-1259227191,-150.0,-431.0
1052654963,-363.0,-32.0
-1893172877,-139.0,-656.0
-558130895,-369.0,-844.0
364850607,-132.0,-887.0
-1687905621,-38.0,-562.0
-1018887453,-824.0,-395.0
-24503602,-523.0,-174.0
501130539,-319.0,-783.0
-1997583994,-383.0,-485.0
-1040196332,-862.0,-315.0
-840261022,-797.0,-167.0
-2055109585,-193.0,-481.0
1142470731,-670.0,-272.0
1356952707,-380.0,-1000.0
319946573,-380.0,-1000.0
5840570,-380.0,-1000.0
1233138448,-380.0,-1000.0
-466035944,-380.0,-1000.0
588137226,-380.0,-1000.0
-483427054,-380.0,-1000.0
1426907870,-216.0,-1000.0
1038931427,-356.0,-1000.0
-1551187076,-148.0,-1000.0
1605141188,-380.0,-1000.0
-28712766,-380.0,-1000.0
-1800375614,-277.0,-1000.0
-1424073216,-352.0,-1000.0
-1556521712,-380.0,-1000.0
-383742128,-80.0,-1000.0
-1660829666,-380.0,-1000.0
753105614,-380.0,-1000.0
-1416116364,-224.0,-1000.0
1417421578,-72.0,-1000.0
1756124971,-380.0,-1000.0
-90979174,-380.0,-1000.0
-44576618,-380.0,-1000.0
-794004815,-380.0,-1000.0
-343638583,-380.0,-1000.0
1178491329,-380.0,-1000.0
-1419440776,-380.0,-1000.0
690287388,-350.0,-1000.0
-1442100627,-111.0,-1000.0
-311903525,-251.0,-1000.0
-1004353821,-160.0,-1000.0
-1151099203,-380.0,-1000.0
1356952707,-380.0,-1000.0
319946573,-380.0,-1000.0
5840570,-380.0,-1000.0
1233138448,-380.0,-1000.0
-466035944,-380.0,-1000.0
588137226,-380.0,-1000.0
-483427054,-380.0,-1000.0
1426907870,-216.0,-1000.0
1038931427,-356.0,-1000.0
-1551187076,-148.0,-1000.0
1605141188,-380.0,-1000.0
-28712766,-380.0,-1000.0
-1800375614,-277.0,-1000.0
-1424073216,-352.0,-1000.0
-1556521712,-380.0,-1000.0
-383742128,-80.0,-1000.0
-1660829666,-380.0,-1000.0
753105614,-380.0,-1000.0
-1416116364,-224.0,-1000.0
1417421578,-72.0,-1000.0
1756124971,-380.0,-1000.0
-90979174,-380.0,-1000.0
-44576618,-380.0,-1000.0
-794004815,-380.0,-1000.0
-343638583,-380.0,-1000.0
1178491329,-380.0,-1000.0
-1419440776,-380.0,-1000.0
690287388,-350.0,-1000.0
-1442100627,-111.0,-1000.0
-311903525,-251.0,-1000.0
-1004353821,-160.0,-1000.0
-1151099203,-380.0,-1000.0
-849447345,-201.0,-1000.0
-1341798001,-189.0,-1000.0
-318249398,-190.0,-1000.0
-1469878725,-332.0,-1000.0
680762260,-284.0,-1000.0
1730980045,-380.0,-1000.0
1398304359,-380.0,-1000.0
-1353194418,-380.0,-1000.0
-136439561,-380.0,-1000.0
-747702854,-234.0,-1000.0
949400827,-380.0,-1000.0
376232442,-380.0,-1000.0
313664442,-365.0,-1000.0
537730397,-360.0,-1000.0
-854223366,-380.0,-1000.0
-431325369,-380.0,-1000.0
-2087696662,-377.0,-1000.0
-2019454357,-380.0,-1000.0
1714038563,-380.0,-1000.0
21714301,-380.0,-1000.0
-884801644,-380.0,-1000.0
1903242200,-380.0,-1000.0
1192625587,-380.0,-1000.0
-1259227191,-150.0,-1000.0
1052654963,-363.0,-1000.0
-1893172877,-139.0,-1000.0
-558130895,-369.0,-1000.0
364850607,-132.0,-1000.0
-1687905621,-38.0,-1000.0
-1018887453,-380.0,-1000.0
-24503602,-380.0,-1000.0
501130539,-319.0,-1000.0
-1997583994,-380.0,-1000.0
-1040196332,-380.0,-1000.0
-840261022,-380.0,-1000.0
-2055109585,-193.0,-1000.0
1142470731,-380.0,-1000.0
-1386132607,-14.0,-1000.0
1128461587,-380.0,-1000.0
-1648833371,-79.0,-1000.0
-1842140341,-200.0,-1000.0
-856126144,-380.0,-1000.0
-1521664108,-380.0,-1000.0
280134815,-380.0,-1000.0
1356952707,0,1
319946573,0,1
5840570,0,1
1233138448,1,0
-466035944,0,1
588137226,0,1
-483427054,1,0
1356952707,0,1
319946573,0,1
5840570,0,1
1233138448,1,0
-466035944,0,1
588137226,0,1
-483427054,1,0
1426907870,3,0
1038931427,1,0
-1551187076,5,0
1605141188,1,0
-28712766,0,5
-1800375614,4,0
-1424073216,1,0
-1556521712,0,1
-383742128,2,0
-1660829666,0,1
753105614,1,0
-1416116364,3,0
1417421578,1,0
1756124971,0,5
-90979174,0,1
-44576618,0,2
-794004815,0,1
-343638583,1,0
1178491329,0,1
-1419440776,0,3
690287388,1,0
-1442100627,0,1
-311903525,1,0
-1004353821,1,0
-1151099203,2,0
-849447345,3,0
-1341798001,1,0
-318249398,4,4
-1469878725,2,0
680762260,2,0
1730980045,0,2
1398304359,2,0
-1353194418,1,0
-136439561,2,0
-747702854,3,0
949400827,0,3
376232442,1,0
313664442,2,0
537730397,2,0
-854223366,0,2
-431325369,2,0
-2087696662,3,0
-2019454357,1,0
1714038563,0,1
21714301,0,1
-884801644,0,3
1903242200,0,1
1192625587,0,2
-1259227191,5,0
1052654963,0,5
-1893172877,2,0
-558130895,1,0
364850607,2,0
-1687905621,2,0
-1018887453,0,1
