dialogId,Alice,Bob
0,-315877751,0.5,0.999954345025
1,-1063204396,0.5,0.999984395936
2,-155769874,0.999671821191,0.99987748015
3,1327080259,0.999859267453,0.999809060944
4,-1232588906,0.5,0.5
5,1479159704,0.5,0.5
6,1220033538,0.999846125254,0.5
7,1688453255,0.5,0.5
8,-1682987452,0.999914812353,0.999862510958
9,2037906078,0.999523292441,0.999752787611
10,-1882105917,0.999320295581,0.999748312781
11,2056537468,0.999923498835,0.999946442986
12,-1964059428,0.999889232138,0.999835639988
13,-342234937,0.999705603579,0.999769258342
14,-2141189617,0.9978240903,0.5
15,-1812491343,0.999814012583,0.999889426246
16,-902136046,0.5,0.99933527445
17,1214953803,0.999647880089,0.999773196178
18,-1842698016,0.999542902253,0.999842447753
19,-138118428,0.999831821333,0.999771335817
20,-709063062,0.999555368617,0.99962994724
21,-1409424519,0.5,0.999626320525
22,180379199,0.5,0.5
23,234721372,0.5,0.999906216413
24,2134192546,0.999868185099,0.999618842528
25,-653420261,0.999643897987,0.999510522641
26,-129636784,0.999922808136,0.5
27,471141947,0.999915817942,0.999922979296
28,1244770922,0.999708431482,0.998964940431
29,-1165475892,0.999500528793,0.5
30,-1780338393,0.99992312726,0.999938192457
31,-1495486022,0.999767083907,0.999749042705
32,1586579813,0.999867126389,0.999873491382
33,599734306,0.5,0.99976685892
34,1320805602,0.5,0.999926135089
35,1582582218,0.999866282669,0.999719467887
36,-537880406,0.5,0.5
37,-1669857147,0.999462458014,0.999877301554
38,-1286395059,0.999933708081,0.999852556663
39,464497606,0.999808173496,0.998897330137
40,-1868945774,0.999827749998,0.999913104999
41,978920878,0.999901760297,0.999914166394
42,165128883,0.998832102283,0.99924346793
43,1513097210,0.999226682703,0.99991468036
44,949974263,0.99992557893,0.999735505349
45,1335126999,0.999739779072,0.5
46,-424212909,0.5,0.999686217605
47,44229847,0.5,0.999979225551
48,1408705297,0.999860379059,0.999805089785
49,613924611,0.999891729945,0.999852399051
50,688950165,0.999774371783,0.999857102841
51,244245323,0.999708756106,0.5
52,-786307464,0.999823687453,0.999256218551
53,-895460299,0.999115187675,0.99979026294
54,-647356535,0.999750977644,0.999720343883
55,763200235,0.999589897459,0.99623341579
56,2036379582,0.999326671881,0.99959105585
57,-2091412238,0.999068413628,0.999118439155
58,-1383902453,0.999813900926,0.999581611948
59,-1020824218,0.991961306892,0.999877476468
60,1892433667,0.999295385613,0.999631302984
61,781998480,0.999571940949,0.999752383621
62,-892399732,0.999083417642,0.999107443844
63,1353880322,0.5,0.999890604558
64,-2019763540,0.5,0.999943720599
65,-867139147,0.5,0.5
66,920189044,0.999901062132,0.999719131738
67,-1232260788,0.5,0.999737819424
68,-239420594,0.999613766529,0.995230259374
69,1174635752,0.999712965742,0.999332180945
70,1487986925,0.999689659133,0.999821562378
71,-318395035,0.999687083851,0.999670961639
72,667013038,0.999801610291,0.998689169995
73,146179131,0.5,0.999831393114
74,1094441187,0.999748943315,0.999662394315
75,882136296,0.99964260892,0.999838531672
76,-1957707141,0.999852622495,0.5
77,960227035,0.999731172458,0.999819333054
78,-1463322000,0.5,0.999820754383
79,898363722,0.999914878834,0.999852834255
80,-1768435390,0.999439131701,0.999094872212
81,816088926,0.999581850338,0.999550083972
82,1831905354,0.999970112116,0.5
83,-675006831,0.999368475226,0.998516743886
84,-309932489,0.5,0.999732816679
85,749588932,0.5,0.999934796164
86,1551718932,0.999835742055,0.999884437988
87,1164443092,0.99804316787,0.999847791303
88,-746718434,0.999854612397,0.999946761385
89,-2057920262,0.999668970297,0.999948133001
90,1815003586,0.99721960444,0.999388721248
91,-347892119,0.999931544044,0.999879167866
92,445784838,0.999783555715,0.999941116967
93,663633029,0.999830646833,0.999905467681
94,1938840161,0.999860850585,0.999701582419
95,-1508237574,0.998424541904,0.999209981062
96,564706455,0.999763823202,0.5
97,-396729846,0.997660266934,0.998680638499
98,95957128,0.999812040594,0.999815936448
99,575759684,0.999562367826,0.998563830392
100,-395565521,0.998760426766,0.9995588038
101,-2678668,0.999423246656,0.999906850891
102,1154798669,0.999848116437,0.999548824475
103,-1856557847,0.999568382249,0.999727309187
104,1569983599,0.999422980589,0.999563879945
105,1215664349,0.999738798972,0.999522954866
106,750061352,0.999966166557,0.999962396912
